text,true_label,svm_prediction,distilbert_prediction,svm_error,distilbert_error,both_wrong,models_disagree,text_length,word_count,has_url,has_phone_or_shortcode,has_money,has_promotion,has_urgency,has_financial,has_subscription,has_reward,has_question,has_exclamation,length_category,error_type
There is a letter and a cheque for you at Funaab . You can call me sir. It is with me.,0,0,0,False,False,False,False,86,21,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Your opportunity to become PMP Certified is here. Register for your PMP Training today at Idea Konsult,0,1,1,True,True,True,False,102,17,False,False,False,False,False,False,False,False,False,False,Medium,Both Wrong
Do have a safe trip and may the Lord prosper your ways and surround you with favour everywhere you go. We're missing you already.,0,0,0,False,False,False,False,129,24,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Usernane: ogungbilPasssord: yur7a9GK88You can access the control panel here: www.ogungbile.net/cpanel,0,0,0,False,False,False,False,101,10,True,False,False,False,False,False,False,False,False,False,Medium,Both Correct
HE sees it from d begining just as HE'll see u tru 2014-A Victor.HE'll make all lines fall in pleasant places 4u.Happy New Year...Accept my best wishes in 2014.,0,0,0,False,False,False,False,160,29,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
PUNCH NEWSWEDESDAY,1,1,1,False,False,False,False,18,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Dial *662# on ur phone & follow d options,0,1,0,True,False,False,True,41,9,False,True,False,False,False,False,False,False,False,False,Short,SVM Wrong Only
LIVE MATCH: World Cup Argentina vs Switzerland at Arena Corinthians. Kick-off at 01-07-2014 17:00.,1,1,1,False,False,False,False,98,14,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
"Isa Adio invited you to Facebook. Sign up today for free: http://fb.com/l/24rQyAY5juy27xn Reply ""stop"" to stop getting Facebook texts",1,1,1,False,False,False,False,133,19,True,False,False,True,False,False,False,False,False,False,Medium,Both Correct
From Begger take bus to Iyanaipaja. From Iyanaipaja take a bus to Iyanoba. From Iyanoba take  a bus going to Badagry & drop at Living Faith Church when u,0,0,0,False,False,False,False,153,29,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
A Nigerian proverb says that: He who is afraid of doing too much always does too little.Reply PRO for Naija Proverbs at N50/wk,1,1,1,False,False,False,False,126,23,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Happy new month you sir,0,0,0,False,False,False,False,23,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
When an egg is broken with force from the outside,1,1,1,False,False,False,False,49,10,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Mrs Cold-catcher,0,0,0,False,False,False,False,16,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
When a person yields to selfish impulses,1,0,1,True,False,False,True,40,7,False,False,False,False,False,False,False,False,False,False,Short,SVM Wrong Only
"Hv U picked up a Membership Card? Our 1st Meetn Session holds ds Sat. (15th) @ ""Peak Olam Suites""",0,0,0,False,False,False,False,97,19,False,False,False,False,False,True,False,False,True,False,Medium,Both Correct
Uwc dear,0,0,0,False,False,False,False,8,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Just think! In the past,1,0,0,True,True,True,False,23,5,False,False,False,False,False,False,False,False,False,True,Very Short,Both Wrong
Plz,0,0,0,False,False,False,False,3,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Welcome to MTN BlackBerry BBLITED. You have 10MB inclusive data bundle,1,1,1,False,False,False,False,70,11,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
M,1,0,0,True,True,True,False,1,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
Your Acct 3041207489 Has Been Debited with NGN500.00 On 05-MAR-2014 10:10:47 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,0,0,0,False,False,False,False,131,18,False,True,False,False,False,True,False,False,False,False,Medium,Both Correct
"Thank you for using SMS Chat service. You have been successfully unsubscribed. You can re-join at anytime by sending ""1"" to 38490.",1,1,1,False,False,False,False,130,22,False,True,False,False,False,False,True,False,False,False,Medium,Both Correct
AlertZAcct:200**001DT:7/30/2014:12:00 AMMC Int Web Prch-000000005291--WWW.ADR Amt:490.00Br:Sango OtaBal:2,0,0,0,False,False,False,False,105,7,True,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Flat,1,0,1,True,False,False,True,4,1,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
Enjoy updates on global business,1,1,1,False,False,False,False,32,5,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Gud a.m dearie....pls hlp me bring ur 501note to skul and beep me wen u are in skul.takia,0,0,0,False,False,False,False,89,18,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Am in church already jere. Omo AGS not smilling,0,0,0,False,False,False,False,47,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
I may not get to see you as often as I like,0,0,0,False,False,False,False,43,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Mrning.Pls note that Closure of school does not affect CSC 602 Project,0,0,0,False,False,False,False,70,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
GAME ON Latest & Exciting Unlimited mobile games to thrill your mind. Check the best collection. Click: http://games.glo.com,1,1,1,False,False,False,False,124,18,True,False,False,False,True,False,False,False,False,False,Medium,Both Correct
An ordnary stone in David's hand had an xtra-ordnay efect on Goliath.May d ordnary tinz u do hens4th result 2 an extra-ordnary brk2rus.Success in ur xams,0,0,0,False,False,False,False,153,26,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Your Acct 3041207489 Has Been Debited with NGN3,0,0,0,False,False,False,False,47,8,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
Your MTN Smart Biz will expire on 20/Aug/2014 14:36 and will be automatically renewed. We hope you're enjoying it. Thank you!,1,1,1,False,False,False,False,125,21,False,True,False,False,False,False,False,False,False,True,Medium,Both Correct
Notice is hereby given 4 collectn of nominatn form into all elective positions of ASUU UNAAB. Obtain nominatn form@ d Secretariat & return same on/or before 13th March 2014 by 4pm. Contestants must ensure adherence to PHC declaration. Candidate who violate d declaration shall be disqualified.,0,0,0,False,False,False,False,293,46,False,True,False,False,False,False,False,False,False,False,Long,Both Correct
People who fasten themselves to small things deprive themselves of the bigger things in life.,1,1,1,False,False,False,False,93,15,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Yello ! Get the hottest release  “Go” by Tuface on MTN Callertunez. Reply 78 to 4100 to get it now at N5 valid for 30 days.,1,1,1,False,False,False,False,123,26,False,True,False,False,True,False,False,False,False,True,Medium,Both Correct
He is only advancing in life,1,0,0,True,True,True,False,28,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Wrong
8088667773,0,0,1,False,True,False,True,10,1,False,True,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
If we are in tune,1,0,1,True,False,False,True,17,5,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
"Well Done! 09092071782 you are among the special ones to win 7 FREE days of ""History Facts"" & then N100/week! Text OK to 7803 at no cost!",1,1,1,False,False,False,False,137,27,False,True,True,True,False,False,False,False,False,True,Medium,Both Correct
We should be going on in 5 mins,0,0,0,False,False,False,False,31,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
"Today is Oladipupo Olawale Adisa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",1,1,1,False,False,False,False,112,19,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
Dear esteemed NCS member,0,0,0,False,False,False,False,24,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Beluvd! Ao z bn ur break?D mini campus interview has alredy kickd off. Blvd,0,0,0,False,False,False,False,75,14,False,False,False,False,False,False,False,False,True,True,Short,Both Correct
Dear MR ODULUSI,0,0,0,False,False,False,False,15,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Ok thank u God bless u big for.me,0,0,0,False,False,False,False,33,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Mrnin 2 u,0,0,0,False,False,False,False,9,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Your Acct 3041207489 Has Been Debited with NGN10,0,0,0,False,False,False,False,48,8,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
Back to Enugu.,0,0,0,False,False,False,False,14,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Do you have a car? Did you know that you can keep it running like new. To know about your car,1,1,1,False,False,False,False,93,21,False,False,False,False,True,False,False,False,True,False,Medium,Both Correct
Evening ma,0,0,0,False,False,False,False,10,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
I'm n chm 231 class..:-) vvv tired.wasup wit u???HP u gud.God bless u,0,0,0,False,False,False,False,69,13,False,False,False,False,False,False,False,False,True,False,Short,Both Correct
Bode & Ikeade Maxwell.GTBank: 0046655614. Thank you,0,0,0,False,False,False,False,51,7,False,True,False,False,False,True,False,False,False,False,Short,Both Correct
You know what?  I'm coming today,0,0,0,False,False,False,False,32,6,False,False,False,False,True,False,False,False,True,False,Short,Both Correct
As u step in2 anoda year of ur life may u plant & reap favor,0,0,0,False,False,False,False,60,15,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Like the stars were made to twinkle,0,1,0,True,False,False,True,35,7,False,False,False,True,False,False,False,False,False,False,Short,SVM Wrong Only
180.00NGN has been credited. Main Bal:N 182.30. Enjoy 9K/s on Bounce2Bounce,1,1,1,False,False,False,False,75,11,False,False,True,False,False,True,False,False,False,False,Short,Both Correct
If your inner self is not satisfied with you then you will never be able to satisfy the outer circle.,1,0,1,True,False,False,True,101,20,False,False,False,False,False,False,False,False,False,False,Medium,SVM Wrong Only
JOKE. Teacher: Amaka,1,0,1,True,False,False,True,20,3,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
Good evening guys. In May,0,0,0,False,False,False,False,25,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
WE CARE FOR YOU 24 hours a day. You can reach our customer support by dialing 121,1,1,1,False,False,False,False,81,17,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Thoburn no 13,0,0,0,False,False,False,False,13,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Tak a very gud kia of ursef,0,0,0,False,False,False,False,27,7,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Odulusi Gbenga Peter,0,0,0,False,False,False,False,20,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Ma thank u very much ma.I am very grateful ma.thanks,0,0,0,False,False,False,False,52,10,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
In d middle of something....I'll call u,0,0,0,False,False,False,False,39,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Yello! You have used up your BB10 data plan but you will now continue enjoying data at N0.006835938 kobo/KB until the data plan expires on 2016-02-13,1,1,1,False,False,False,False,149,26,False,True,False,False,True,False,False,False,False,True,Medium,Both Correct
Acct: ******1736Amt: NGN90,0,0,0,False,False,False,False,26,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Acct: ******1736Amt: NGN300.00 DrDesc: Airtime Purchase-USSD-101CT0000000000005663173¿USSDAvail Bal: NGN46,0,0,0,False,False,False,False,106,8,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Calvary grtns,0,0,0,False,False,False,False,13,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Wat happened to him hope he is okay now,0,0,0,False,False,False,False,39,9,False,False,False,False,True,False,False,False,False,False,Short,Both Correct
Discover Twitter!Go to m.twitter.com/verge or reply FOLLOW VERGE for more Tweets. Reply DISCOVER OFF to stop. Terms: https://t.co/tos/s/7z2Y,1,1,1,False,False,False,False,140,18,True,False,False,False,False,False,False,False,False,True,Medium,Both Correct
Straight from cupid himself. Get 3 days FREE daily relationship health tips that would keep you both falling in love over and over with each other. Subscribe by sending RH to 4949,0,1,1,True,True,True,False,179,32,False,True,False,True,False,False,True,False,False,False,Long,Both Wrong
Remember to show your support and appreciation for the people who place their hope in you. These are the most important people in your life.,1,1,1,False,False,False,False,140,25,False,False,False,False,True,False,False,False,False,False,Medium,Both Correct
Pls text prof Ezeri asgmnt to me thks,0,0,0,False,False,False,False,37,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Sorry here is it 111952789827531 am sorry I travelled,0,0,0,False,False,False,False,53,9,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
08XXXXXXX70  MRS OLUKEHINDE.VICE PRINCIPAL,0,0,0,False,False,False,False,42,4,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
At Last!Our 1st meetn holds 2day by 1pm @Peak Olam Suites,0,0,0,False,False,False,False,57,11,False,False,False,False,False,False,False,False,False,True,Short,Both Correct
Your Bumpa account has been credited with N2000.00 valid until 03/02/2016. To check bonus dial #122*2#,1,1,1,False,False,False,False,102,16,False,True,True,True,False,True,False,False,False,False,Medium,Both Correct
Catch the Football fever on Facebook without internet. Dial *510# and join Free quick Facebook now!,1,1,1,False,False,False,False,99,16,False,True,False,True,True,False,False,False,False,True,Medium,Both Correct
(08XXXXXX00) (08XXXXXX07) His name... Kojusola Tunde,0,0,0,False,False,False,False,52,6,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Hi dear,0,0,0,False,False,False,False,7,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Congratulations Phone Lord! Enjoy Rental Bonus of N50 for today. Bonus to be used for on-net calls and SMS till 9am today,1,1,1,False,False,False,False,121,22,False,False,False,True,False,False,False,True,False,True,Medium,Both Correct
pls kindly change my address before uploading d paper Department of Electrical and Information Engineering,0,0,0,False,False,False,False,106,15,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Teamvier. Id: 531 812 529. Password: 8vx52q,1,0,0,True,True,True,False,43,7,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
Bosnia V Iran 5PM,1,0,1,True,False,False,True,17,4,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
Am Sorry Don't Let me delay you. You call go home will call you when .done,0,0,0,False,False,False,False,74,16,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
venue. no 12 seriki aro abass street off osolo road 7/8 bus stop airport rd ajao estate.,0,0,0,False,False,False,False,88,17,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Ref: 43052745203/07 14:46:42Amt: N1,0,0,0,False,False,False,False,35,4,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
Ramadhan has come and gone may Allah accept our fast and continue to instill the virtues of the blessed mth in us.Amin Happy id el fitri celebration,0,0,0,False,False,False,False,148,27,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Here is my no 07XXXXXX812,0,0,0,False,False,False,False,25,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
N200 was transferred to you from the 08068119076 on 18/07/14 16:51 via Share & Sell. Your new account balance is N200.09.,1,1,1,False,False,False,False,121,21,False,True,False,False,False,True,False,False,False,False,Medium,Both Correct
Morning Sir,0,0,0,False,False,False,False,11,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
See me 2morrow,0,0,0,False,False,False,False,14,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Acct: ******7609Amt: NGN4,0,0,0,False,False,False,False,25,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Nigga Nwaoma called me. She want me to help her pick up an order so she's sending me cash for that. Tell her to gimme 3500 now on your behalf,0,0,0,False,False,False,False,141,30,False,True,True,False,True,True,False,False,False,False,Medium,Both Correct
In a soft voice wif a standin ovation,0,0,0,False,False,False,False,37,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
lolx..disapointing?.. me too small 4 u?. or tu big?.or becos i ask 4 her d oda tym.. i just ask her nd ask her bcos i want u 2 knw ao i deal wif dos that i lov...or did u fink it is a sin? dn ask GOD about it..or did u fink it s tu early...remember it only comes but once. or u fink it is nt godly?PAIT!!.,0,0,0,False,False,False,False,305,69,False,False,False,False,False,False,False,False,True,True,Long,Both Correct
Mr paul hapi new year in advance,0,0,0,False,False,False,False,32,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
.•*¨`*•. ☆ .•*¨`*•.Wishing You the HAPPIEST Birthday Ever!!!✿•*¨`*•. (¯`v´¯) (¯`v´¯) .•*¨`*•✿. . . ✿•*¨`*•.¸(¯`v´¯)¸.•´*¨`*•✿ . . .…………… ….♥ •.¸.•´♥……………,0,0,0,False,False,False,False,153,19,False,False,False,False,False,False,False,False,False,True,Medium,Both Correct
80XXXXX526,0,0,0,False,False,False,False,10,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Our prayr team & I wil like to PRAY WIT U 4 UNUSUAL TESTIMONY. Prepare 4 PROPHETIC SOLUTION on Sat 15 Jun. SHARE YR PRAYR POINTS wit us. Steve Akoni.08098009673,0,0,0,False,False,False,False,160,30,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Your FREE TOMORROW Balance has been used. To get DOUBLE FREE CREDIT TOMORROW,1,1,1,False,False,False,False,76,13,False,False,True,True,False,True,False,False,False,False,Short,Both Correct
2,1,0,1,True,False,False,True,1,1,False,False,False,False,False,False,False,False,False,False,Very Short,SVM Wrong Only
08XXXXXX31. My Etisalat number. Please send 1Gb. You said its 950 right? Thanks you.,0,0,0,False,False,False,False,84,14,False,False,False,False,False,False,False,False,True,False,Medium,Both Correct
Do ensure you subscribe to an MTN Data Bundle to avoid being charged out of bundle rates for browsing or for mobile app updates on your new smart phone. Visit www.mtnonline.com/tips for tips to help you avoid extra charges due to your smart phone.,1,1,1,False,False,False,False,247,44,True,False,False,False,False,False,True,False,False,False,Long,Both Correct
GOODDAY.MICT1 EXAMINATION STARTS EXACTLY 9AM. TODAY. PLEASE ENDEAVOUR TO ARRIVE BY 8AM FOR GROUP DISCUSSION AND SITTING ARRANGEMENT. WISHING U BEST OF LUCK,0,0,0,False,False,False,False,155,23,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Challenges are tough to those who never face them but easy to those who accept them. Accept every challenge with a smile and see it disappear!,1,0,1,True,False,False,True,142,26,False,False,False,False,False,False,False,False,False,True,Medium,SVM Wrong Only
"Today is Okeyinka Yetunde's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",0,1,1,True,True,True,False,105,18,False,False,False,False,False,False,False,False,False,True,Medium,Both Wrong
Today..in less than 2 hours,0,0,0,False,False,False,False,27,5,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,1,1,1,False,False,False,False,78,14,False,True,True,False,False,False,False,False,False,False,Short,Both Correct
Goodevening sir,0,0,0,False,False,False,False,15,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Get 1 FREE Ring Back Tune for 30days. Text 2 to 251 for Aye by Davido or text MORE to 251 for a list of more free tunes. N50 activation fee appli<<Content not supported>>,1,1,1,False,False,False,False,170,34,False,False,False,True,False,False,False,False,False,False,Long,Both Correct
The thing still didn't work o.  Want to clean my atm with spirit then I'll try again after environmental,0,0,0,False,False,False,False,104,19,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Double Your Recharge Promo is Back! Recharge N200 & above and get double to call all Networks in 9ja. Bonus is valid for 7 days,0,1,1,True,True,True,False,127,25,False,False,False,True,False,False,False,False,False,True,Medium,Both Wrong
TEXT to 131   VIEW SELECT;CHANGE SELECT <destinationCode>;,1,1,0,False,True,False,True,58,7,False,False,False,False,False,False,False,False,False,False,Short,DistilBERT Wrong Only
Dear 08189440237! Get 5 FREE days of useful alerts,1,1,1,False,False,False,False,50,9,False,True,False,True,False,False,False,False,False,True,Short,Both Correct
Good night sir and have a nice dream,0,0,0,False,False,False,False,36,8,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
OK sir,0,0,0,False,False,False,False,6,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Gud pm ma,0,0,0,False,False,False,False,9,3,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Your favourite BlackBerry Monthly Bundle is still available at N1,0,1,1,True,True,True,False,65,10,False,False,False,False,False,False,False,False,False,False,Short,Both Wrong
Low credit ?  No Wahala ! simply Dial *321#¿ to borrow.,1,1,0,False,True,False,True,55,11,False,True,True,False,False,True,False,False,True,True,Short,DistilBERT Wrong Only
Loose belly fat in 7days! Send DIET to 38261 to subscribe for daily tips at N10 only.,1,1,1,False,False,False,False,85,17,False,True,False,False,False,False,True,False,False,True,Medium,Both Correct
Hi,0,0,0,False,False,False,False,2,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Get Free Advice On HIV & Related Health Issues,1,1,1,False,False,False,False,46,9,False,False,False,True,False,False,False,False,False,False,Short,Both Correct
2347067581558 has just tried to reach you by the Call Sponsor on 13/02/14 at 04:33.,1,1,1,False,False,False,False,83,15,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
I'm in school till 5pm o,0,0,0,False,False,False,False,24,6,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Champions know there are no shortcuts to the top. They climb the mountain one step at a time. Perseverance is the key!,1,0,1,True,False,False,True,118,22,False,False,False,False,True,False,False,False,False,True,Medium,SVM Wrong Only
CONGRATS! U ve been selected 4 a Writen Test/Interview in a HR/Health Org. 2MRW Friday 28/02/2014. Venue DANAX PLAZA ADAMASINGBA B/STOP,0,0,1,False,True,False,True,135,21,False,True,False,False,False,False,False,True,False,True,Medium,DistilBERT Wrong Only
Glo Backup,1,1,1,False,False,False,False,10,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Ayandiran bolanle khadijat(09/0787),0,0,0,False,False,False,False,35,3,False,True,False,False,False,False,False,False,False,False,Short,Both Correct
Email: Oluwolepaul@gmail.com.  The domain I want to transfer to star host is www.alientechltd.us,0,0,0,False,False,False,False,96,13,True,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Tak a cab goin to iyana mortuary,0,0,0,False,False,False,False,32,7,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
If your daily life seems poor,1,1,1,False,False,False,False,29,6,False,False,False,False,False,False,True,False,False,False,Very Short,Both Correct
RAMADAN THE MONTH OF FORGIVENESS AND BONANZA.For Ramadan Daily Prayer Guide. Text Ramadan to 35242.cost N100 /Ramadan Period.Content delivery starts next day,1,1,1,False,False,False,False,157,22,False,True,True,False,False,False,True,False,False,False,Medium,Both Correct
Hey beloved,0,0,0,False,False,False,False,11,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
N350 was transferred to you from 081XXXXXX71 on 03/08/14 12:14 via Share & Sell. Your new account balance is N371.6.,1,1,1,False,False,False,False,116,20,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
If you want happiness in your life then never be a beggar of love,1,1,1,False,False,False,False,65,14,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
ATTN:MEMBERS OF ASUU-UNAAB COOPERATIVE.Kindly attend the 9th AGM of ASUU-UNAAAB Cooperative on Wed June 25,0,0,0,False,False,False,False,106,15,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Bakare sulaimoon gbolahan...0907it00804,0,0,0,False,False,False,False,39,3,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
Gtbank 01XXXXXX09 Oluwole Paul,0,0,0,False,False,False,False,30,4,False,False,False,False,False,True,False,False,False,False,Very Short,Both Correct
Please call me. Y.ello,0,0,0,False,False,False,False,22,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Thanks so much for always been there for me,0,0,0,False,False,False,False,43,9,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
70XXXXXX51,0,0,0,False,False,False,False,10,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Looking for a new job? A good CV should be short/relevant; no more than 3pages.For more Job tips from Phillips Consulting,1,1,1,False,False,False,False,121,21,False,False,False,False,False,False,False,False,True,False,Medium,Both Correct
Eunice(08XXXXXX25),0,0,0,False,False,False,False,18,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
You transferred N100.00 to 23481XXXXXX02. Your new account balance is N75.49. Thanks for using share n sell service.,0,1,1,True,True,True,False,116,18,False,False,False,False,False,True,False,False,False,False,Medium,Both Wrong
Your relationship can be a beacon of hope to the outside world as you show devotion,1,1,1,False,False,False,False,83,16,False,False,False,False,False,False,False,False,False,False,Medium,Both Correct
Dear TOSIN,0,0,0,False,False,False,False,10,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
It's Officially noted dat 20014 is in and seated with us.it brings all good life packages.Happy New year,0,0,0,False,False,False,False,104,18,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
Your FREE trial of GENERALNEWS ends today.To continue enjoying the service,1,1,1,False,False,False,False,74,11,False,False,False,True,False,False,False,False,False,False,Short,Both Correct
hbd kenny many more yrs in good health and sucess sorry its cumij late tak care,0,0,0,False,False,False,False,79,16,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
I am going hom,0,0,0,False,False,False,False,14,4,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
But oby should know sha,0,0,0,False,False,False,False,23,5,False,False,False,False,True,False,False,False,False,False,Very Short,Both Correct
Where re u?,0,0,0,False,False,False,False,11,3,False,False,False,False,False,False,False,False,True,False,Very Short,Both Correct
Enjoy FREE CALLS this season! Call ALL Networks & Browse the internet Today! Get  N750 when you pay N250. Valid for 3 days. dial *142# NOW!,1,1,1,False,False,False,False,139,26,False,True,True,True,True,False,False,False,False,True,Medium,Both Correct
Participate in the Canada International Business Conference Toronto june 12-13 2014,0,0,1,False,True,False,True,83,11,False,True,False,False,False,False,False,False,False,False,Medium,DistilBERT Wrong Only
get all the ogbonge football gist and live scores from una favorite clubs dem. Text PIDGIN to 38400,1,1,1,False,False,False,False,99,18,False,True,False,False,False,False,False,False,False,False,Medium,Both Correct
kindnes is a language which d dumb cn spik n d deaf cn undastnd. 10ks 4 d card. God bless U n ur plans dis mnth. Ds s ur mnth of testimony. Thanks so much more.,0,0,0,False,False,False,False,160,36,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
ME NT COM4TABLE WITHOUT U COLECTIN D RECEIT OR BEANX...pls reply me..,0,0,0,False,False,False,False,69,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
You transferred N200 to 081XXXXX992 on 30/07/14 16:42. Your new account balance is N206.09. Thanks for using Share & Sell.,1,1,1,False,False,False,False,122,20,False,False,False,False,False,True,False,False,False,False,Medium,Both Correct
MTN Backup,1,1,1,False,False,False,False,10,2,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
21XXXXX18,0,0,0,False,False,False,False,9,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
Are you searching for LOVE or in LOVE and you don't know how to keep it? Text DL to 30327 for LOVE ADVICE. Service cost N20/day. Powered by Etisalat,1,1,1,False,False,False,False,148,29,False,True,True,False,True,False,True,False,True,False,Medium,Both Correct
Hw much do u tink s4 wud be nw in d market,0,0,0,False,False,False,False,42,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
As part of d preparatn towrds d success of dis yr TLC,0,0,0,False,False,False,False,53,12,False,False,False,False,False,False,False,False,False,False,Short,Both Correct
STOP,1,1,1,False,False,False,False,4,1,False,False,False,False,False,False,False,False,False,False,Very Short,Both Correct
7.26E+11,0,0,1,False,True,False,True,8,1,False,False,False,False,False,False,False,False,False,False,Very Short,DistilBERT Wrong Only
May  Everything Happy And Everything Bright Be Yours On Your Birthday From Morning Till Night. And Then Through The Year May The Same Thing Hold True So That Each Day Is Filled With Life’s Best Things For You!HAPI B'DAY,0,0,0,False,False,False,False,219,39,False,False,False,False,False,False,False,False,False,True,Long,Both Correct
